facility_name,ward,subcounty,county,mfl_code,orgunitid,support_period,programs,mechanism_name,attribution_id
Sivilie Health Centre,Bunyala East Ward,Navakholo Sub County,Kakamega County,16147,4758,2018Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
Wingemi Health Centre,Nuu Ward,Mwingi Central Sub- County,Kitui County,12848,3435,2018Q2,"FPRH, MCH, WASH, Training",Afya Halisi,2081099
Kakamega Provincial General Hospital (PGH),Shirere Ward,Lurambi Sub County,Kakamega County,15915,13112,2018Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
Kyandui Dispensary,Mulango Ward,Kitui Central  Sub County,Kitui County,12405,6457,2018Q2,"FPRH, MCH, WASH, Training",Afya Halisi,2081099
Ranen (SDA) Dispensary,North sakwa Ward,Awendo Sub County,Migori County,14032,14625,2018Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
Butingo Dispensary,Bunyala west Ward,Navakholo Sub County,Kakamega County,20043,10591,2018Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
Konyu Dispensary,Tharaka Ward,Mwingi North Sub County,Kitui County,12383,1299,2018Q2,"FPRH, MCH, WASH, Training",Afya Halisi,2081099
Kakululo Dispensary,Nguutani Ward,Mwingi West Sub County,Kitui County,12137,3070,2018Q2,"FPRH, MCH, WASH, Training",Afya Halisi,2081099
Ikutha  Sub County Hospital,Ikutha Ward,Kitui South Sub County,Kitui County,12080,12383,2018Q2,"FPRH, MCH, WASH, Training",Afya Halisi,2081099
Cherwa Dispensary,North Nyakach Ward,Nyakach Sub County,Kisumu County,20240,6240,2018Q2,"FPRH, MCH, Training",Afya Halisi,2081099
Mwala Dispensary,Mutomo Ward,Kitui South Sub County,Kitui County,22958,2882,2018Q2,"FPRH, MCH, WASH, Training",Afya Halisi,2081099
Pand Pieri Community Health Centre,Nyalenda b Ward,Kisumu Central Sub County,Kisumu County,14012,6635,2018Q2,"FPRH, MCH, Training",Afya Halisi,2081099
Samjomen Nursing Home,Tagare Ward,Kuria West Sub County,Migori County,21427,289904,2018Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
Zion Medical Clinic,Township Ward,Kitui Central  Sub County,Kitui County,12859,11463,2018Q2,"FPRH, MCH, WASH, Training",Afya Halisi,2081099
Nyametembe Dispensary,Ntimaru west Ward,Kuria East Sub County,Migori County,13910,6583,2018Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
Rachar Sugar Belt Hospital,Muhoroni koru Ward,Muhoroni Sub County,Kisumu County,14021,9705,2018Q2,"FPRH, MCH, Training",Afya Halisi,2081099
Kisembe Dispensary,Bunyala west Ward,Navakholo Sub County,Kakamega County,20044,4776,2018Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
Nzauni Dispensary,Nguutani Ward,Mwingi West Sub County,Kitui County,16929,1171,2018Q2,"FPRH, MCH, WASH, Training",Afya Halisi,2081099
Kayang'ombe Dispensary,Mutomo Ward,Kitui South Sub County,Kitui County,22956,2345,2018Q2,"FPRH, MCH, WASH, Training",Afya Halisi,2081099
Nduu Ndune Dispensary,Ikanga/kyatune Ward,Kitui South Sub County,Kitui County,17814,2351,2018Q2,"FPRH, MCH, WASH, Training",Afya Halisi,2081099
Oren Health Centre,Awasi/onjiko Ward,Nyando Sub County,Kisumu County,18800,12435,2018Q2,"FPRH, MCH, Training",Afya Halisi,2081099
Nyakurungoto Dispensary,Got kachola Ward,Nyatike Sub County,Migori County,16275,3089,2018Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
Kanyunga Health Centre,Kivou Ward,Mwingi Central Sub- County,Kitui County,12186,7416,2018Q2,"FPRH, MCH, WASH, Training",Afya Halisi,2081099
Kasaala Health Centre,Ikutha Ward,Kitui South Sub County,Kitui County,12204,12036,2018Q2,"FPRH, MCH, WASH, Training",Afya Halisi,2081099
Mwasi Med Clinc,Bunyala central Ward,Navakholo Sub County,Kakamega County,16056,10611,2018Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
Motemorabu Dispensary,Nyamosense/Komosoko Ward,Kuria West Sub County,Migori County,13824,7239,2018Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
Rang'ul Dispensary,North Nyakach Ward,Nyakach Sub County,Kisumu County,21039,6786,2018Q2,"FPRH, MCH, Training",Afya Halisi,2081099
Kisumu County Beyond Zero Mobile Clinic,Kondele Ward,Kisumu Central Sub County,Kisumu County,20965,8485,2018Q2,"FPRH, MCH, Training",Afya Halisi,2081099
GK Prison Dispensary (Kitui),Township Ward,Kitui Central  Sub County,Kitui County,12047,2548,2018Q2,"FPRH, MCH, WASH, Training",Afya Halisi,2081099
Our Lady Of Lourdes Mutomo Hospital,Mutomo Ward,Kitui South Sub County,Kitui County,12604,6408,2018Q2,"FPRH, MCH, WASH, Training",Afya Halisi,2081099
Kogelo Oasis Medical Clinic,Central Kamagambo Ward,Rongo Sub County,Migori County,21157,2423,2018Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
Kasyala Health Centre,Kyangwithya east Ward,Kitui Central  Sub County,Kitui County,12211,11821,2018Q2,"FPRH, MCH, WASH, Training",Afya Halisi,2081099
Ongo Health Centre,South kamagambo Ward,Rongo Sub County,Migori County,13989,8379,2018Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
Guru Nanak Dispensary,Market Milimani Ward,Kisumu Central Sub County,Kisumu County,13596,6287,2018Q2,"FPRH, MCH, Training",Afya Halisi,2081099
Kisumu International Airport Dispensary,Central Kisumu Ward,Kisumu West Sub County,Kisumu County,17553,6339,2018Q2,"FPRH, MCH, Training",Afya Halisi,2081099
Kiimani Medical Clinic,Mutha Ward,Kitui South Sub County,Kitui County,17818,11721,2018Q2,"FPRH, MCH, WASH, Training",Afya Halisi,2081099
Pedo Dispensary,Central nyakach Ward,Nyakach Sub County,Kisumu County,18725,6639,2018Q2,"FPRH, MCH, Training",Afya Halisi,2081099
Sango Rota Dispensary,West Nyakach Ward,Nyakach Sub County,Kisumu County,14066,9386,2018Q2,"FPRH, MCH, Training",Afya Halisi,2081099
LVCT DICE Clinic Karungu,Kachieng' Ward,Nyatike Sub County,Migori County,19929,13223,2018Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
Ahero County Hospital,Ahero Ward,Nyando Sub County,Kisumu County,13468,7552,2018Q2,"FPRH, MCH, Training",Afya Halisi,2081099
Kabaa Dispensary,Kyangwithya east Ward,Kitui Central  Sub County,Kitui County,12121,6761,2018Q2,"FPRH, MCH, WASH, Training",Afya Halisi,2081099
Mama Caro Clinic,Bukira east Ward,Kuria West Sub County,Migori County,13762,3986,2018Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
Mulundi Dispensary,Kyangwithya east Ward,Kitui Central  Sub County,Kitui County,12568,6534,2018Q2,"FPRH, MCH, WASH, Training",Afya Halisi,2081099
Health Mountain Hospital,Nyabasi west Ward,Kuria East Sub County,Migori County,13601,7195,2018Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
Karunga Dispensary,Kivou Ward,Mwingi Central Sub- County,Kitui County,22226,2061879,2018Q2,"FPRH, MCH, WASH, Training",Afya Halisi,2081099
Magina Health Center,East kano/wawidhi Ward,Nyando Sub County,Kisumu County,18430,5122,2018Q2,"FPRH, MCH, Training",Afya Halisi,2081099
Awasi Mission Health Center,Awasi/onjiko Ward,Nyando Sub County,Kisumu County,13491,9692,2018Q2,"FPRH, MCH, Training",Afya Halisi,2081099
Avenue Hospital Kisumu,Railways Ward,Kisumu Central Sub County,Kisumu County,20123,10168,2018Q2,"FPRH, MCH, Training",Afya Halisi,2081099
Kuoyo Dispensary,Manyatta B Ward,Kisumu East Sub County,Kisumu County,21705,6363,2018Q2,"FPRH, MCH, Training",Afya Halisi,2081099
Nyabondo Mission Hospital,South east nyakach Ward,Nyakach Sub County,Kisumu County,13864,9285,2018Q2,"FPRH, MCH, Training",Afya Halisi,2081099
Maai Dispensary,Nguni Ward,Mwingi Central Sub- County,Kitui County,12436,7353,2018Q2,"FPRH, MCH, WASH, Training",Afya Halisi,2081099
Mumbuni Dispensary (Mwingi),Migwani Ward,Mwingi West Sub County,Kitui County,12573,7485,2018Q2,"FPRH, MCH, WASH, Training",Afya Halisi,2081099
Muthue Dispenary,Kanziko Ward,Kitui South Sub County,Kitui County,17606,13364,2018Q2,"FPRH, MCH, WASH, Training",Afya Halisi,2081099
Migori T T C Dispensary,Oruba Ward,Suna West Sub County,Migori County,13806,14677,2018Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
Koloo Dispensary,North kanyamkago Ward,Uriri Sub County,Migori County,17038,7734,2018Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
Alliance community medical centre,South sakwa Ward,Awendo Sub County,Migori County,22045,2061899,2018Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
Komomange Dispensary,Bukira central/ikerege Ward,Kuria West Sub County,Migori County,13715,13907,2018Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
Kaliani Dispensary,Kanziko Ward,Kitui South Sub County,Kitui County,20579,2238,2018Q2,"FPRH, MCH, WASH, Training",Afya Halisi,2081099
Dunga GOK Dispensary,Nyalenda b Ward,Kisumu Central Sub County,Kisumu County,22064,289827,2018Q2,"FPRH, MCH, Training",Afya Halisi,2081099
Ilengi Dispensary,Athi Ward,Kitui South Sub County,Kitui County,12084,12431,2018Q2,"FPRH, MCH, WASH, Training",Afya Halisi,2081099
Nyakongo Dispensary,East kano/wawidhi Ward,Nyando Sub County,Kisumu County,13884,9640,2018Q2,"FPRH, MCH, Training",Afya Halisi,2081099
Mavui Dispensary,Kyome/thaana Ward,Mwingi West Sub County,Kitui County,12495,7603,2018Q2,"FPRH, MCH, WASH, Training",Afya Halisi,2081099
Dago kokore Health Centre,North Kisumu Ward,Kisumu West Sub County,Kisumu County,22806,2062077,2018Q2,"FPRH, MCH, Training",Afya Halisi,2081099
Kugitimo Health Centre,Nyabasi east Ward,Kuria East Sub County,Migori County,13723,7156,2018Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
St Barnabas Dispensary,Oruba Ward,Suna West Sub County,Migori County,14102,2034,2018Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
Ndiwa Dispensary,North Kadem Ward,Nyatike Sub County,Migori County,13844,3140,2018Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
Milimani Hospital,Market Milimani Ward,Kisumu Central Sub County,Kisumu County,13808,12670,2018Q2,"FPRH, MCH, Training",Afya Halisi,2081099
Radienya Dispensary,South east nyakach Ward,Nyakach Sub County,Kisumu County,18722,6691,2018Q2,"FPRH, MCH, Training",Afya Halisi,2081099
Nyanyaa Dispensary,Waita Ward,Mwingi Central Sub- County,Kitui County,22225,2061939,2018Q2,"FPRH, MCH, WASH, Training",Afya Halisi,2081099
Nzatani Dispensary (Mwingi),Migwani Ward,Mwingi West Sub County,Kitui County,12689,7350,2018Q2,"FPRH, MCH, WASH, Training",Afya Halisi,2081099
Mfariji Medical Clinic,Zombe/mwitika Ward,Kitui East Sub County,Kitui County,19303,11393,2018Q2,"FPRH, MCH, WASH, Training",Afya Halisi,2081099
Kituka Dispensary,North Kadem Ward,Nyatike Sub County,Migori County,13706,7590,2018Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
Nduvani Dispensary,Mui Ward,Mwingi Central Sub- County,Kitui County,16937,7331,2018Q2,"FPRH, MCH, WASH, Training",Afya Halisi,2081099
Nuu Catholic Dispensary,Nuu Ward,Mwingi Central Sub- County,Kitui County,12680,8359,2018Q2,"FPRH, MCH, WASH, Training",Afya Halisi,2081099
Oboch Dispensary,South west nyakach Ward,Nyakach Sub County,Kisumu County,13955,8577,2018Q2,"FPRH, MCH, Training",Afya Halisi,2081099
Thim Jope Dispensary,East Kanyamkago Ward,Uriri Sub County,Migori County,20073,6721,2018Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
Twambui Dispensary,Endau/malalani Ward,Kitui East Sub County,Kitui County,20893,5912,2018Q2,"FPRH, MCH, WASH, Training",Afya Halisi,2081099
Kibigori Dispensary,Chemelil Ward,Muhoroni Sub County,Kisumu County,13687,2569,2018Q2,"FPRH, MCH, Training",Afya Halisi,2081099
Nzawa Health Centre,Nguutani Ward,Mwingi West Sub County,Kitui County,12690,7329,2018Q2,"FPRH, MCH, WASH, Training",Afya Halisi,2081099
St Camillus Mission Hospital,Kachieng' Ward,Nyatike Sub County,Migori County,14103,2220,2018Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
Nyametaburo Health Centre,Mokerero Ward,Kuria West Sub County,Migori County,13909,7116,2018Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
ADOMA MEDICAL CLINIC,Central sakwa Ward,Awendo Sub County,Migori County,20479,7665,2018Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
Kea Dispensary,Nguutani Ward,Mwingi West Sub County,Kitui County,12268,7294,2018Q2,"FPRH, MCH, WASH, Training",Afya Halisi,2081099
Mutha Health Centre,Mutha Ward,Kitui South Sub County,Kitui County,12586,11400,2018Q2,"FPRH, MCH, WASH, Training",Afya Halisi,2081099
Katito Sub County Hospital,North Nyakach Ward,Nyakach Sub County,Kisumu County,13657,9538,2018Q2,"FPRH, MCH, Training",Afya Halisi,2081099
Lundi Dispensary,Mui Ward,Mwingi Central Sub- County,Kitui County,12435,7521,2018Q2,"FPRH, MCH, WASH, Training",Afya Halisi,2081099
Katse Health Centre,Mumoni Ward,Mwingi North Sub County,Kitui County,12242,2865,2018Q2,"FPRH, MCH, WASH, Training",Afya Halisi,2081099
Omulo Dispensary,Central kanyamkago Ward,Uriri Sub County,Migori County,20067,11207,2018Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
Nyahera Sub District Hospital,North Kisumu Ward,Kisumu West Sub County,Kisumu County,13880,6436,2018Q2,"FPRH, MCH, Training",Afya Halisi,2081099
Siveta Dispensary,Tseikuru Ward,Mwingi North Sub County,Kitui County,20877,7809,2018Q2,"FPRH, MCH, WASH, Training",Afya Halisi,2081099
Sony Medical Centre,Central sakwa Ward,Awendo Sub County,Migori County,14097,7718,2018Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
Ithumbi Disensary,Central Ward,Mwingi Central Sub- County,Kitui County,19934,4832,2018Q2,"FPRH, MCH, WASH, Training",Afya Halisi,2081099
Mwambui Dispensary,Waita Ward,Mwingi Central Sub- County,Kitui County,20266,11383,2018Q2,"FPRH, MCH, WASH, Training",Afya Halisi,2081099
Wath Onger Dispensary,Macalder/kanyarwanda Ward,Nyatike Sub County,Migori County,14170,2222,2018Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
Nyasese Dispensary,Mokerero Ward,Kuria West Sub County,Migori County,13941,7211,2018Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
Nzalae Dispensary,Nguutani Ward,Mwingi West Sub County,Kitui County,22228,2062056,2018Q2,"FPRH, MCH, WASH, Training",Afya Halisi,2081099
Namba Kodero Dispensary,Macalder/kanyarwanda Ward,Nyatike Sub County,Migori County,16273,2273,2018Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
Kalitini Dispensary,Mui Ward,Mwingi Central Sub- County,Kitui County,12155,7543,2018Q2,"FPRH, MCH, WASH, Training",Afya Halisi,2081099
Kyethani Health Centre,Kiomo/kyethani Ward,Mwingi West Sub County,Kitui County,12414,7891,2018Q2,"FPRH, MCH, WASH, Training",Afya Halisi,2081099
Kaikungu Dispensary,Migwani Ward,Mwingi West Sub County,Kitui County,16930,7356,2018Q2,"FPRH, MCH, WASH, Training",Afya Halisi,2081099
Bahati Medical Clinic Migori,Oruba Ward,Suna West Sub County,Migori County,17733,2093,2018Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
Mwingi Medicare Centre,Kivou Ward,Mwingi Central Sub- County,Kitui County,17055,7636,2018Q2,"FPRH, MCH, WASH, Training",Afya Halisi,2081099
Ober Kamoth Sub County Hospital,South west kisumu Ward,Kisumu West Sub County,Kisumu County,13954,6449,2018Q2,"FPRH, MCH, Training",Afya Halisi,2081099
Kakungu Dispensary,Nzambani Ward,Kitui East Sub County,Kitui County,12138,6535,2018Q2,"FPRH, MCH, WASH, Training",Afya Halisi,2081099
Kyangoto Dispensary,Mutha Ward,Kitui South Sub County,Kitui County,22957,10270,2018Q2,"FPRH, MCH, WASH, Training",Afya Halisi,2081099
Nyaweri Deaf VCT,Kondele Ward,Kisumu Central Sub County,Kisumu County,18225,10213,2018Q2,"FPRH, MCH, Training",Afya Halisi,2081099
Kadhiambo Dispensary,Kabonyo kanyagwal,Nyando Sub County,Kisumu County,21657,13087,2018Q2,"FPRH, MCH, Training",Afya Halisi,2081099
Mivukoni Health Centre,Kyuso Ward,Mwingi North Sub County,Kitui County,12539,1307,2018Q2,"FPRH, MCH, WASH, Training",Afya Halisi,2081099
Nyamarimba Sub County Hospital,South west nyakach Ward,Nyakach Sub County,Kisumu County,13899,6446,2018Q2,"FPRH, MCH, Training",Afya Halisi,2081099
Nyabola CDF Dispensary,Central nyakach Ward,Nyakach Sub County,Kisumu County,18865,6435,2018Q2,"FPRH, MCH, Training",Afya Halisi,2081099
Migori County Beyond Zero Clinic,Suna central Ward,Suna East Sub County,Migori County,21776,13104,2018Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
Bonde Dispensary,Central nyakach Ward,Nyakach Sub County,Kisumu County,13506,1209,2018Q2,"FPRH, MCH, Training",Afya Halisi,2081099
Hongo Ogosa Health Center,Kobura Ward,Nyando Sub County,Kisumu County,13609,6290,2018Q2,"FPRH, MCH, Training",Afya Halisi,2081099
Mundoli Health Centre,Kisa central Ward,Khwisero Sub County,Kakamega County,16040,17157,2018Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
Getontira Clinic,Isibania Ward,Kuria West Sub County,Migori County,13571,12590,2018Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
Karura Dispensary,Kiomo/kyethani Ward,Mwingi West Sub County,Kitui County,16939,7547,2018Q2,"FPRH, MCH, WASH, Training",Afya Halisi,2081099
Ngomeni Health Centre,Ngomeni Ward,Mwingi North Sub County,Kitui County,12654,8391,2018Q2,"FPRH, MCH, WASH, Training",Afya Halisi,2081099
Kakithya Dispensary,Kanziko Ward,Kitui South Sub County,Kitui County,22213,2062038,2018Q2,"FPRH, MCH, WASH, Training",Afya Halisi,2081099
Obumba Dispensary,Ombeyi Ward,Muhoroni Sub County,Kisumu County,13956,6468,2018Q2,"FPRH, MCH, Training",Afya Halisi,2081099
Thim Lich Dispensary,North Kadem Ward,Nyatike Sub County,Migori County,16278,2272,2018Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
Avenue Health Care Clinic,Market Milimani Ward,Kisumu Central Sub County,Kisumu County,13490,12858,2018Q2,"FPRH, MCH, Training",Afya Halisi,2081099
Rae Dispensary,North Nyakach Ward,Nyakach Sub County,Kisumu County,14024,6705,2018Q2,"FPRH, MCH, Training",Afya Halisi,2081099
Kengen Clinic,West Nyakach Ward,Nyakach Sub County,Kisumu County,13669,9367,2018Q2,"FPRH, MCH, Training",Afya Halisi,2081099
Nguuku Dispensary,Mumoni Ward,Mwingi North Sub County,Kitui County,12661,8480,2018Q2,"FPRH, MCH, WASH, Training",Afya Halisi,2081099
Yoonye Dispensary,Mutitu/kaliku Ward,Kitui East Sub County,Kitui County,18677,5293,2018Q2,"FPRH, MCH, WASH, Training",Afya Halisi,2081099
Masyungwa Health Centre,Tseikuru Ward,Mwingi North Sub County,Kitui County,12479,2915,2018Q2,"FPRH, MCH, WASH, Training",Afya Halisi,2081099
Suna Ragana Dispensary,Oruba Ward,Suna West Sub County,Migori County,14136,7368,2018Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
Ngwate Dispensary,Ikutha Ward,Kitui South Sub County,Kitui County,20656,3788,2018Q2,"FPRH, MCH, WASH, Training",Afya Halisi,2081099
K-Met Medical Clinic,Kolwa central Ward,Kisumu East Sub County,Kisumu County,13637,9799,2018Q2,"FPRH, MCH, Training",Afya Halisi,2081099
Mogori-Komasimo Health Centre,Masaba Ward,Kuria West Sub County,Migori County,16721,14158,2018Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
Chuluni Health Centre,Nzambani Ward,Kitui East Sub County,Kitui County,11974,6483,2018Q2,"FPRH, MCH, WASH, Training",Afya Halisi,2081099
Nyarongi Dispensary,Kakrao Ward,Suna East Sub County,Migori County,13940,7545,2018Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
Kyangunga Health Centre,Mulango Ward,Kitui Central  Sub County,Kitui County,12406,6400,2018Q2,"FPRH, MCH, WASH, Training",Afya Halisi,2081099
Tei Wa Yesu Health Centre,Kyuso Ward,Mwingi North Sub County,Kitui County,12789,11645,2018Q2,"FPRH, MCH, WASH, Training",Afya Halisi,2081099
Katyethoka Health Centre,Mutha Ward,Kitui South Sub County,Kitui County,12251,6382,2018Q2,"FPRH, MCH, WASH, Training",Afya Halisi,2081099
Masaba Health Centre,Masaba Ward,Kuria West Sub County,Migori County,13779,14217,2018Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
Namulungu Dispensary,Kholera Ward,Matungu Sub County,Kakamega County,16070,10663,2018Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
Nyarami VCT,Suna central Ward,Suna East Sub County,Migori County,17738,14651,2018Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
Nduumoni Dispensary,Kyangwithya west Ward,Kitui Central  Sub County,Kitui County,18462,2294,2018Q2,"FPRH, MCH, WASH, Training",Afya Halisi,2081099
Kaliwa Dispensary,Mumoni Ward,Mwingi North Sub County,Kitui County,20879,8435,2018Q2,"FPRH, MCH, WASH, Training",Afya Halisi,2081099
Nyangoge Health Centre,Tagare Ward,Kuria West Sub County,Migori County,13927,7263,2018Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
Interfelk Medical Center,Nyalenda b Ward,Kisumu Central Sub County,Kisumu County,20539,9069,2018Q2,"FPRH, MCH, Training",Afya Halisi,2081099
Itongolani Dispensary,Kiomo/kyethani Ward,Mwingi West Sub County,Kitui County,12099,7742,2018Q2,"FPRH, MCH, WASH, Training",Afya Halisi,2081099
Kyambiti Dispensary,Mulango Ward,Kitui Central  Sub County,Kitui County,18083,6456,2018Q2,"FPRH, MCH, WASH, Training",Afya Halisi,2081099
Kusa Health Centre,West Nyakach Ward,Nyakach Sub County,Kisumu County,13727,9368,2018Q2,"FPRH, MCH, Training",Afya Halisi,2081099
