facility_name,mfl_code,orgunitid,support_period,programs,mechanism_name,attribution_id
Mwawesa Medical Clinic,11696,7994,2017Q4,"MCH, FPRH, NUTRITION, WASH",Afya Pwani,2045424
Mwangatini Dispensary,11689,7767,2017Q4,"MCH, FPRH, NUTRITION, WASH",Afya Pwani,2045424
Bamba Sub-District Hospital,11237,2571,2017Q4,"MCH, FPRH, NUTRITION, WASH",Afya Pwani,2045424
Mnarani Dispensary,11636,7531,2017Q4,"MCH, FPRH, NUTRITION, WASH",Afya Pwani,2045424
Garashi Dispensary,11384,10484,2017Q4,"MCH, FPRH, NUTRITION, WASH",Afya Pwani,2045424
Kadaina Community Dispensary,11445,6221,2017Q4,"MCH, FPRH, NUTRITION, WASH",Afya Pwani,2045424
Kokotoni Dispensary,17017,1614,2017Q4,"MCH, FPRH, NUTRITION, WASH",Afya Pwani,2045424
Chakama Dispensary,11276,7183,2017Q4,"MCH, FPRH, NUTRITION, WASH",Afya Pwani,2045424
Mtondia Medical Clinic,11668,8198,2017Q4,"MCH, FPRH, NUTRITION, WASH",Afya Pwani,2045424
Bomani Dispensary,11255,3377,2017Q4,"MCH, FPRH, NUTRITION, WASH",Afya Pwani,2045424
Mgamboni Dispensary,11601,3567,2017Q4,"MCH, FPRH, NUTRITION, WASH",Afya Pwani,2045424
Fundi Issa Dispensary,11379,7815,2017Q4,"MCH, FPRH, NUTRITION, WASH",Afya Pwani,2045424
Kizingo Health Centre,11497,10362,2017Q4,"MCH, FPRH, NUTRITION, WASH",Afya Pwani,2045424
Tsangatsini Dispensary,11859,11331,2017Q4,"MCH, FPRH, NUTRITION, WASH",Afya Pwani,2045424
Ngerenya Dispensary,11713,12536,2017Q4,"MCH, FPRH, NUTRITION, WASH",Afya Pwani,2045424
St Theresa Dispensary,11826,8815,2017Q4,"MCH, FPRH, NUTRITION, WASH",Afya Pwani,2045424
Rabai Rural Health Demonstration Centre,11748,7278,2017Q4,"MCH, FPRH, NUTRITION, WASH",Afya Pwani,2045424
Giriama Mission Dispensary,11392,10502,2017Q4,"MCH, FPRH, NUTRITION, WASH",Afya Pwani,2045424
Mijomboni Dispensary,11610,9385,2017Q4,"MCH, FPRH, NUTRITION, WASH",Afya Pwani,2045424
Baolala Dispensary,11244,7770,2017Q4,"MCH, FPRH, NUTRITION, WASH",Afya Pwani,2045424
Matolani Dispensary,11578,9741,2017Q4,"MCH, FPRH, NUTRITION, WASH",Afya Pwani,2045424
Fredie Msena Community Health Centre,11751,6084,2017Q4,"MCH, FPRH, NUTRITION, WASH",Afya Pwani,2045424
Mizijini Dispensary,11625,7102,2017Q4,"MCH, FPRH, NUTRITION, WASH",Afya Pwani,2045424
Mt Harmony Clinic,11661,4836,2017Q4,"MCH, FPRH, NUTRITION, WASH",Afya Pwani,2045424
Union Medical,11869,1731,2017Q4,"MCH, FPRH, NUTRITION, WASH",Afya Pwani,2045424
Madunguni Dispensary,11534,7841,2017Q4,"MCH, FPRH, NUTRITION, WASH",Afya Pwani,2045424
Watamu Dispensary,11895,8067,2017Q4,"MCH, FPRH, NUTRITION, WASH",Afya Pwani,2045424
Adc Danisa Dispensary,11196,7103,2017Q4,"MCH, FPRH, NUTRITION, WASH",Afya Pwani,2045424
Mtondia Dispensary,11667,7530,2017Q4,"MCH, FPRH, NUTRITION, WASH",Afya Pwani,2045424
Muryachakwe Dispensary,11653,7217,2017Q4,"MCH, FPRH, NUTRITION, WASH",Afya Pwani,2045424
Dida Dispensary,11305,2125,2017Q4,"MCH, FPRH, NUTRITION, WASH",Afya Pwani,2045424
Mtepeni Dispensary,11666,4835,2017Q4,"MCH, FPRH, NUTRITION, WASH",Afya Pwani,2045424
Mtwapa Health Centre,11672,6185,2017Q4,"MCH, FPRH, NUTRITION, WASH",Afya Pwani,2045424
Ganda Dispensary,11382,7768,2017Q4,"MCH, FPRH, NUTRITION, WASH",Afya Pwani,2045424
Gahaleni Dispensary,11380,7188,2017Q4,"MCH, FPRH, NUTRITION, WASH",Afya Pwani,2045424
Jilore Dispensary,11433,7769,2017Q4,"MCH, FPRH, NUTRITION, WASH",Afya Pwani,2045424
Chalani Medical Clinic,16183,8099,2017Q4,"MCH, FPRH, NUTRITION, WASH",Afya Pwani,2045424
Cowdray Dispensary,11293,8210,2017Q4,"MCH, FPRH, NUTRITION, WASH",Afya Pwani,2045424
Sosoni Dispensary,11805,13062,2017Q4,"MCH, FPRH, NUTRITION, WASH",Afya Pwani,2045424
Ribe Dispensary,11756,13465,2017Q4,"MCH, FPRH, NUTRITION, WASH",Afya Pwani,2045424
Bwagamoyo Dispensary,11266,7501,2017Q4,"MCH, FPRH, NUTRITION, WASH",Afya Pwani,2045424
Midoina Dispensary,11609,5831,2017Q4,"MCH, FPRH, NUTRITION, WASH",Afya Pwani,2045424
Maweni Community Health Care,18302,4183,2017Q4,"MCH, FPRH, NUTRITION, WASH",Afya Pwani,2045424
Palakumi Dispensary,11730,7824,2017Q4,"MCH, FPRH, NUTRITION, WASH",Afya Pwani,2045424
Marikebuni Dispensary,11571,7825,2017Q4,"MCH, FPRH, NUTRITION, WASH",Afya Pwani,2045424
Vitengeni Health Centre,11883,8042,2017Q4,"MCH, FPRH, NUTRITION, WASH",Afya Pwani,2045424
Baricho Dispensary (Malindi),11248,10504,2017Q4,"MCH, FPRH, NUTRITION, WASH",Afya Pwani,2045424
Kadzinuni Dispensary,11447,5528,2017Q4,"MCH, FPRH, NUTRITION, WASH",Afya Pwani,2045424
Chasimba Health Centre,11282,12550,2017Q4,"MCH, FPRH, NUTRITION, WASH",Afya Pwani,2045424
Viragoni Dispensary,17689,7299,2017Q4,"MCH, FPRH, NUTRITION, WASH",Afya Pwani,2045424
Pingilikani Dispensary,11738,12642,2017Q4,"MCH, FPRH, NUTRITION, WASH",Afya Pwani,2045424
Matsangoni Model Health Centre,11580,8317,2017Q4,"MCH, FPRH, NUTRITION, WASH",Afya Pwani,2045424
Ziani Dispensary,18374,4730,2017Q4,"MCH, FPRH, NUTRITION, WASH",Afya Pwani,2045424
Dzikunze Dispensary,11359,6039,2017Q4,"MCH, FPRH, NUTRITION, WASH",Afya Pwani,2045424
Kanamai Health Care,11454,4731,2017Q4,"MCH, FPRH, NUTRITION, WASH",Afya Pwani,2045424
Rea Vipingo Dispensary,11755,11312,2017Q4,"MCH, FPRH, NUTRITION, WASH",Afya Pwani,2045424
Dagamra Dispensary,11297,7187,2017Q4,"MCH, FPRH, NUTRITION, WASH",Afya Pwani,2045424
Dagamra Medical Clinic,16186,7465,2017Q4,"MCH, FPRH, NUTRITION, WASH",Afya Pwani,2045424
Madamani Dispensary,11532,7207,2017Q4,"MCH, FPRH, NUTRITION, WASH",Afya Pwani,2045424
Vipingo Rural Demonstration Health Centre,11881,11334,2017Q4,"MCH, FPRH, NUTRITION, WASH",Afya Pwani,2045424
Sabaki Dispensary,11761,7744,2017Q4,"MCH, FPRH, NUTRITION, WASH",Afya Pwani,2045424
Kombeni Dispensary,11498,13458,2017Q4,"MCH, FPRH, NUTRITION, WASH",Afya Pwani,2045424
Junju Dispensary,11444,4780,2017Q4,"MCH, FPRH, NUTRITION, WASH",Afya Pwani,2045424
Kinarani Dispensary,11481,6022,2017Q4,"MCH, FPRH, NUTRITION, WASH",Afya Pwani,2045424
Msumarini Dispensary,11659,5951,2017Q4,"MCH, FPRH, NUTRITION, WASH",Afya Pwani,2045424
Ganze Health Centre,11383,2572,2017Q4,"MCH, FPRH, NUTRITION, WASH",Afya Pwani,2045424
Samburu County Referral Hospital,15126,13505,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Lorengippi Dispensary,15085,7382,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Ngutuk-Engiron Dispensary,15355,10833,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Kibish Dispensary,14854,15266,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Samburu Lodge Dispensary,15524,10772,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
West Gate Dispensary,15780,12230,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Nasiger Dispensary,18355,14115,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Sasakechoke dispensary,21309,14999,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Nkaroni Dispensary,19942,2256,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Kaapus Dispensary,20001,15072,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Napeikar Dispensary,18070,14113,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Kapelibok Dispensary,14700,17167,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
St Bridgit Kalemunyang Dispensary,14661,16308,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Seketet Dispensary,15543,11023,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Nakorimunyen dispensary,21349,7291,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Kiltamany Dispensary,19945,10807,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Kasegol Etom dispensary,21350,14815,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Times Medical Clinic,16319,12284,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Locheremoit Dispensary,15043,17016,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Lolkuniyani Dispensary,20743,3430,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Nakabosan Dispensary,,17474,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Ndonyo Wasin Dispensary,15327,11070,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Katilu Sub County Hospital,14818,3756,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Kopeeto Dispensary,14989,14126,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Remot Dispensary,20745,10100,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Lerrata Dispensary,15028,12467,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Sopa Lodge Dispensary,17809,10792,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Ledero Dispensary,15017,12754,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Loosuk Health Centre,15079,12283,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Lkiloriti Dispensary,,9360,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Kisima Health Centre,14943,1989,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Nadapal Dispensary,15273,14867,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Nkutuk Elmuget Dispensary,18030,5615,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Karebur Dispensary,20637,10123,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Archers Post Health Centre,14212,13403,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
NYS Dispensary (Kirimun),15379,10878,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Kekorisogol Dispensary,,17434,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Catholic Hospital Wamba,15769,8501,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
GSU Dispensary (Kibish),14540,16452,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Lomil Dispensary,15072,14691,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Kaputir Dispensary,14796,3706,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Lochwaangikamatak Dispensary,15045,17340,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Kainuk Health Centre,14645,17180,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Kirimun GK Dispensary,14515,10858,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Kangalita Dispensary,17476,14785,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Oromodei Dispensary,15444,13197,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Lokichar Sub County Hospital,,17276,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Loroo dispensary,21306,14787,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Maralal Catholic Dispensary,15125,12939,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Namoruputh (PAG) Health Centre,15299,15247,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Maralal Medical Clinic,16322,11003,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Kaikor Sub County Hospital,14643,2013,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Sirata Oirobi Dispensary,15590,10975,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Napak Dispensary,20638,14635,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Intrepids Dispensary,14576,5711,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Suguta Marmar Health Centre,15682,10874,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Kangakipur Dispensary,14686,17212,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Swari Model Health Centre,15693,9044,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Namakat Dispensary,,17116,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Katir Dispensary,21066,14414,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Lokwatubwa (PAG) Dispensary,16697,7332,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Kaakong Dispensary,,17178,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Kokuro Health Centre,14975,13238,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Loyapat Dispensary,15098,17375,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Samburu Beyond Zero Mobile Clinic,20984,10020,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Loltulelei Friends Dispensary,14504,10933,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Logorate Dispensary,20720,9541,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Sereolipi Health Centre,15547,9040,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Kabulokor Dispensary,20840,14897,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Lolmolog Dispensary,17189,8486,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Wima Medical Clinic (Samburu East),19947,9075,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Nairimirimo Dispensary,17280,11033,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Lokapel Dispensary,15056,11125,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Lokamarinyang Dispensary,15054,14378,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Lokaburu Dispensary,17196,17132,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Namelok Medical Clinic,15297,13088,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Lopur Dispensary (Turkana South),15083,11201,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Lokiriama Dispensary,15061,7290,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Lomeleku Dispensary,,5209,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Lorugum Community Unit,20826,15106,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Baawa Community Dispensary,17273,10947,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Meyan Dispensary,20192,11262,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Muruangai Dispensary,17277,11019,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Lolgese Dispensary,20719,8749,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Lochorekuyen Dispensary,17480,14107,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Lorogon Dispensary,15088,17326,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Juluk Dispensary,14601,17300,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
lolkunono Dispensary,20721,9289,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Barsaloi Catholic Dispensary,14236,5200,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Lobei Health Centre,18737,15246,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Kaitese Dispensary,17477,14772,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Loperot Dispensary,17246,12774,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Lodungokwe Health Centre,15048,13336,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Sopel Dispensary,,17539,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Kanaodon Dispensary,14682,17204,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
St Elizabeth Lorugum Health Centre,15089,14270,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Lokichar (RCEA) Health Centre,15057,17394,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Lpartuk Dispensary,17276,10999,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Koyasa Dispensary,14996,14857,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Nakwamoru Health Centre,15292,17094,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Lochoredome dispensary,21348,14836,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Community Medical and Lab Services Clinic,14395,11011,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Angata Nanyokie Dispensary,17274,11050,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Lochoremeyan Dispensary,,7540,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Baraka Medical Clinic (Samburu East),16670,13381,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Kasuroi Dispensary,14813,17484,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Kalemngorok Dispensary,14660,17372,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Napeililim Dispensary,15308,14775,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Maralal GK Prison Dispensary,14526,11021,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Morijo Catholic Dispensary,15221,7413,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Natuntun dispensary,21308,14788,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Nile Medical Care,19479,15020,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Opiroi Dispensary,15442,1273,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Lchakwai Dispensary,20764,2756,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
County Medicare Ltd (Maralal Nursing Home),18812,13161,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Turkwel Health Centre (Loima),15754,15076,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Barsaloi GK Dispensary,14237,11047,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Lesidai Dispensary,17275,1212,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Lkuroto Dispensary,17145,10986,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Longewan Dispensary,15076,12917,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Napusimoru Dispensary,15309,3757,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Urum Dispensary,21217,14863,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Nameyana Dispensary,15298,14989,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Lokwar Dispensary (Turkana South),22001,1183,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Ekicheles Dispensary,21389,13254,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Nadapal Primary Health Care Programme,15274,14602,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Lokipetotarengan dispensary,21330,14998,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Todonyang Dispensary,15731,16878,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Porro Health Centre,15468,11057,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Lochoralomala dispensary,21347,14547,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Kagitankori Dispensary,,17348,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Ndonyo Nasipa Dispensary,19946,12371,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Suguta Marmar Catholic Dispensary,15681,10877,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Moruese dispensary,21307,14251,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Alpha Medical Clinic,16321,11010,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Loruth Dispensary,15092,11247,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Marte Parleu Dispensary,20747,10105,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Lodokejek Catholic Dispensary,15047,4273,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Pims Medical Clinic,16320,12770,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Korinyang Dispensary,22000,1202,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Naibor Keju Dispensary,20718,2700,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Reliance Medical Clinic,17806,9311,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Wamba Health Centre,15768,13402,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Al -Arbrar Medical Clinic,17185,11009,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Ngilai Dispensary,14459,11102,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Kakalel Dispensary,,16961,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Bossei Dispensary,14270,4075,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Emmaus Clinic,14443,8510,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Cheberen Dispensary,14292,10483,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Kapkiamo Dispensary,14716,10827,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Salawa Health Centre,15522,1398,2017Q4,"MCH, Nutrition, FPRH, WASH",Afya Uzazi,2045430
Rebeko Dispensary,,292620,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Kapkomoi Dispensary,17019,10667,2017Q4,"MCH, Nutrition, FPRH, WASH",Afya Uzazi,2045430
Radat Dispensary,15477,1780,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Barnet Memorial Clinic,17352,14204,2017Q4,"MCH, Nutrition, FPRH, WASH",Afya Uzazi,2045430
Tendwet Dispensary,17859,15737,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Sibilo Dispensary,15562,4278,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
TIAN DISPENSARY,20004,1808,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Dentomed Clinic,14402,9573,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Mercy Dispensary,15173,15677,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Kapindasim Dispensary,14702,4454,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
lanet works medical centre,20961,5155,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Kiptagich Health Centre,14923,1324,2017Q4,"MCH, Nutrition, FPRH, WASH",Afya Uzazi,2045430
Kasisit Dispensary,14810,4687,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Tiloi Dispensary,,2816,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Kiboino Dispensary,14855,10626,2017Q4,"MCH, Nutrition, FPRH, WASH",Afya Uzazi,2045430
Aiyebo Dispensary,14193,4693,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
DR.finn/finesse,20953,5504,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Kimalel Health Centre,14867,1492,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Kipsaraman Dispensary,14912,10863,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Sabor Dispensary,15506,1560,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Borrowonin Dispensary,14269,10644,2017Q4,"MCH, Nutrition, FPRH, WASH",Afya Uzazi,2045430
Korao Dispensary,16391,4077,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Kapkein Dispensary,14709,12120,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Kamara Dispensary,14668,15506,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Rosoga Dispensary,20008,1781,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Molosirwe Dispensary,15217,4711,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Sorok Dispensary,16673,10491,2017Q4,"MCH, Nutrition, FPRH, WASH",Afya Uzazi,2045430
Kapkures Dispensary (Baringo),14732,6937,2017Q4,"MCH, Nutrition, FPRH, WASH",Afya Uzazi,2045430
Tirimionin Dispensary,15729,7251,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Loboi Dispensary,15042,1548,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Molo South Dispensary,15214,9879,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Kapkelelwa Dispensary,14710,1284,2017Q4,"MCH, Nutrition, FPRH, WASH",Afya Uzazi,2045430
Silibwet Dispensary,17860,15736,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Kapturo Dispensary (Bartabwa),14793,10783,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Kaptimbor Dispensary,14784,10669,2017Q4,"MCH, Nutrition, FPRH, WASH",Afya Uzazi,2045430
