facility_name,mfl_code,support_period,programs,mechanism_name,attribution_id
Lokwatubwa (PAG) Dispensary,16697,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Todonyang Dispensary,15731,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Lokapel Dispensary,15056,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Namakat Dispensary,,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Namelok Medical Clinic,15297,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Lochoralomala dispensary,21347,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Suguta Marmar Health Centre,15682,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Intrepids Dispensary,14576,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Angata Nanyokie Dispensary,17274,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Sirata Oirobi Dispensary,15590,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Baawa Community Dispensary,17273,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Ndonyo Nasipa Dispensary,19946,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Kaikor Sub County Hospital,14643,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Lodokejek Catholic Dispensary,15047,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Loperot Dispensary,17246,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Kirimun GK Dispensary,14515,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
St Elizabeth Lorugum Health Centre,15089,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Kainuk Health Centre,14645,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Lochwaangikamatak Dispensary,15045,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Kaputir Dispensary,14796,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
GSU Dispensary (Kibish),14540,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Suguta Marmar Catholic Dispensary,15681,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Lobei Health Centre,18737,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Ledero Dispensary,15017,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Lochoremeyan Dispensary,,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
NYS Dispensary (Kirimun),15379,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Sereolipi Health Centre,15547,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Moruese dispensary,21307,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Katilu Sub County Hospital,14818,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Napeililim Dispensary,15308,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Maralal GK Prison Dispensary,14526,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Nadapal Dispensary,15273,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Maralal Catholic Dispensary,15125,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Loyapat Dispensary,15098,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Pims Medical Clinic,16320,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Barsaloi GK Dispensary,14237,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Seketet Dispensary,15543,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Kapelibok Dispensary,14700,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Sasakechoke dispensary,21309,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Lesidai Dispensary,17275,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Sopa Lodge Dispensary,17809,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Kibish Dispensary,14854,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Longewan Dispensary,15076,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Lkiloriti Dispensary,,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Ngilai Dispensary,14459,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Samburu Lodge Dispensary,15524,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Al -Arbrar Medical Clinic,17185,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Lokipetotarengan dispensary,21330,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Wamba Health Centre,15768,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Nile Medical Clinic,19479,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Kanaodon Dispensary,14682,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Lchakwai Dispensary,20764,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
lolkunono Dispensary,20721,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
County Medicare Ltd (Maralal Nursing Home),18812,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Napeikar Dispensary,18070,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Lorogon Dispensary,15088,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Kakalel Dispensary,,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Kangalita Dispensary,17476,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Lolgese Dispensary,20719,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Muruangai Dispensary,17277,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Meyan Dispensary,20192,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Maralal Medical Clinic,16322,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Lorugum Community Unit,20826,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Nameyana Dispensary,15298,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Lokwar Dispensary (Turkana South),22001,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
West Gate Dispensary,15780,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Lorengippi Dispensary,15085,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Lokaburu Dispensary,17196,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Samburu Beyond Zero Mobile Clinic,20984,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Nkaroni Dispensary,19942,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Porro Health Centre,15468,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Kaapus Dispensary,20001,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Nasiger Dispensary,18355,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Lomeleku Dispensary,,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
St Bridgit Kalemunyang Dispensary,14661,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Times Medical Clinic,16319,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Ngutuk-Engiron Dispensary,15355,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Nakabosan Dispensary,,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Ndonyo Wasin Dispensary,15327,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Lochoredome dispensary,21348,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Kopeeto Dispensary,14989,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Locheremoit Dispensary,15043,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Community Medical and Lab Services Clinic,14395,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Samburu County Referral Hospital,15126,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Kasuroi Dispensary,14813,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Nakwamoru Health Centre,15292,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Lodungokwe Health Centre,15048,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Napusimoru Dispensary,15309,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Remot Dispensary,20745,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Juluk Dispensary,14601,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Nadapal Primary Health Care Programme,15274,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Lerrata Dispensary,15028,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Loosuk Health Centre,15079,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Kisima Health Centre,14943,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Lolmolog Dispensary,17189,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Marte Parleu Dispensary,20747,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Kabulokor Dispensary,20840,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Karebur Dispensary,,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Archers Post Health Centre,14212,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Kalemngorok Dispensary,14660,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Katir Dispensary,15284,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Kekorisogol Dispensary,,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Morijo Catholic Dispensary,15221,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Lomil Dispensary,15072,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Catholic Hospital Wamba,15769,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Kaitese Dispensary,17477,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Opiroi Dispensary,15442,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Lolkuniyani Dispensary,20743,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Lokamarinyang Dispensary,15054,2017Q3,"FPRH, MCH, Nutrition",AFYA TIMIZA,2045428
Tinet Dispensary,15728,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Aiyebo Dispensary,14193,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Kimalel Health Centre,14867,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Kokwo Dispensary,14976,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Mwangate Dispensary,16395,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Sabor Dispensary,15506,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Kaptum Dispensary,14788,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Emmaus Clinic,14443,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
lanet works medical centre,20961,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Tendwet Dispensary,17859,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Sirata Dispensary,17350,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Emining Health Centre,14446,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Tebei Dispensary,15712,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
TIAN DISPENSARY,20004,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Bekibon Dispensary,14246,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Kimose Dispensary,20009,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Ngubereti Health Centre,15353,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Kiserian Dispensary,14941,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Kimeswon Health Centre,20299,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Molosirwe Dispensary,15217,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Ayatya Dispensary,14889,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Ainamoi Dispensary,,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Cheberen Dispensary,14292,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Ng'Endalel Dispensary,17097,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Koitebes Dispensary,14968,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Tiloi Dispensary,14243,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Silibwet Dispensary,17860,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Sandai Dispensary,15527,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Mochongoi Health Centre,15192,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Mau Summit Medical Clinic,15157,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Modaan Clinic,18367,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Kapsimbeiywo Dispensary,16414,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Olkokwe Dispensary,15410,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Kapluk Dispensary,14743,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Ndoinet Dispensary,15326,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Kaptumin Dispensary,14790,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Kalabata Dispensary,17100,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Marigat Catholic Mission,15137,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Kapturo Dispensary (Bartabwa),14793,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Koroto Dispensary,14993,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
St Joseph Nursing Home,16409,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Tirimionin Dispensary,15729,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Likwon Dispensary,15036,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Olenguruone Sub-District Hospital,15398,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Kimgorom Dispensary,20006,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Yatya Dispensary,15785,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Sutyechun Dispensary,17103,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Rebeko Dispensary,,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Eldume dispensary,17351,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Mormorio Dispensary,15223,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Chepakundi Dispensary,14328,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Tinomoi dispensary,21244,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Oldebes Dispensary,17090,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Molo Medical Centre,15213,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Loboi Dispensary,15042,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Kipsaraman Dispensary,14912,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Molok Dispensary,15215,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Kipkitur Dispensary,17091,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
PCEA Mau-Summit Health Centre,17878,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Waseges Dispensary,17096,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Molo South Dispensary,15214,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Lamaiwe Dispensary,17348,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Bararget Dispensary,17302,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Kiptororo Dispensary,16404,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Kasiela Dispensary,14809,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Kaptiony Dispensary,14785,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Kamar Dispensary,17098,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Emitik Dispensary,14447,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Cheptuech Dispensary,14374,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Kapindasim Dispensary,14702,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Mercy Mobile Clinic (Molo),15176,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Kisanana Health Centre,14940,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Chebaraa Dispensary,14291,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Kabogor Dispensary,20007,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Kapkein Dispensary,14709,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Radat Dispensary,15477,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Kiptagich Tegat Dispensary,14925,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Barut Medical clinic,21142,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Keturwo Dispensary,14843,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Bartolimo Dispensary,14242,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Sirwa Dispensary (Mogotio),15593,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Atiar Dispensary,14220,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Kinyach Dispensary,14888,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Rondonin Dispensary,17101,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Kimoriot Dispensary,20471,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Kamara Dispensary,14668,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Kabartonjo District Hospital,14609,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Kibiryokwonin Dispensary,17102,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Ol-Arabel Dispensary,15386,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Kiptoim Dispensary,20011,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Kimugul Dispensary (Baringo North),14881,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Mogotio Catholic Dispensary,15198,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Kiptagich Model Health Centre,14924,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Tiloi Dispensary,,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Rosoga Dispensary,20008,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Mugurin Dispensary,15246,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Ikumbi Health Centre,14559,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Murindoku Dispensary,17191,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Ayatya Dispensary,,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Kasok Dispensary,14812,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Tirriondonin Dispensary,15730,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Bartabwa Dispensary,14241,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Keringet Sub County Hospital,14836,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Muchukwo Dispensary,15243,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Kapkuikui Dispensary,21245,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Koriema Dispensary,14990,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Kerol Health Centre,14839,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Kapkiamo Dispensary,14716,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Kewamoi Dispensary,16415,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Kampi Samaki Health Centre,14677,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Kasisit Dispensary,14810,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Bossei Dispensary,14270,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Katibel Dispensary,14817,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Sumeiyon Dispensary,15684,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Total Dispensary,16403,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Chemaner Dispensary (Kuresoi),14312,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Kapkombe Dispensary,20353,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Sirikwa Health Centre,17858,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Mogotio Town Dispensary,20005,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Neema Highway Medical Home,20147,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Kaplamai Dispensary,17301,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Kapchepkor Dispensary,14694,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Molos Dispensary,15216,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Mercy Dispensary,15173,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Sibilo Dispensary,15562,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Dentomed Clinic,14402,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
DR.finn/finesse,20953,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Mungetho Dispensary,20618,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Githiriga Dispensary,16394,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Kuresoi Health Centre,16683,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Kipsogon Dispensary,17099,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Tulwet Dispensary (Kuresoi),16393,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Illinga'Rua Dispensary,14568,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
St Martin De Porres (Static),15651,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Maji Moto Dispensary,15112,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Poi Dispensary,15465,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Korao Dispensary,16391,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Marigat Sub District Hospital,15138,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Kuikui Dispensary,14998,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Sore Dispensary,15613,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Neema Clinic,20407,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Sasimua Dispensary,20617,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Moigutwo Dispensary,17115,2017Q3,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Ikutha Health Centre,12080,2017Q3,"FPRH, MCH, Nutrition",APHIAplus Central – Eastern,290961
Kyuasini Health Centre,16254,2017Q3,"FPRH, MCH, Nutrition",APHIAplus Central – Eastern,290961
Kilulu Dispensary,16926,2017Q3,"FPRH, MCH, Nutrition",APHIAplus Central – Eastern,290961
Ponya Medical Clinic,18143,2017Q3,"FPRH, MCH, Nutrition",APHIAplus Central – Eastern,290961
Ekani Dispenasry,17600,2017Q3,"FPRH, MCH, Nutrition",APHIAplus Central – Eastern,290961
Kyome (AIC) Dispensary,12417,2017Q3,"FPRH, MCH, Nutrition",APHIAplus Central – Eastern,290961
Monguni Dispensary,17601,2017Q3,"FPRH, MCH, Nutrition",APHIAplus Central – Eastern,290961
Kathonzweni Health Centre,12236,2017Q3,"FPRH, MCH, Nutrition",APHIAplus Central – Eastern,290961
Mutwangombe Dispensary,19933,2017Q3,"FPRH, MCH, Nutrition",APHIAplus Central – Eastern,290961
Mutini Dispensary,18132,2017Q3,"FPRH, MCH, Nutrition",APHIAplus Central – Eastern,290961
Kavuta Dispensary,12262,2017Q3,"FPRH, MCH, Nutrition",APHIAplus Central – Eastern,290961
Mundu Ta Mundu Clinic,12577,2017Q3,"FPRH, MCH, Nutrition",APHIAplus Central – Eastern,290961
Wingemi Health Centre,12848,2017Q3,"FPRH, MCH, Nutrition",APHIAplus Central – Eastern,290961
Kaliku Dispensary,12151,2017Q3,"FPRH, MCH, Nutrition",APHIAplus Central – Eastern,290961
Tei Wa Yesu Health Centre,12789,2017Q3,"FPRH, MCH, Nutrition",APHIAplus Central – Eastern,290961
University of Nairobi-MARPS Project- Mwingi,20203,2017Q3,"FPRH, MCH, Nutrition",APHIAplus Central – Eastern,290961
Kairungu Dispensary (Mwingi),12129,2017Q3,"FPRH, MCH, Nutrition",APHIAplus Central – Eastern,290961
Mavui Dispensary,12495,2017Q3,"FPRH, MCH, Nutrition",APHIAplus Central – Eastern,290961
Matundu Dispensary,20897,2017Q3,"FPRH, MCH, Nutrition",APHIAplus Central – Eastern,290961
Kakululo Dispensary,12137,2017Q3,"FPRH, MCH, Nutrition",APHIAplus Central – Eastern,290961
Mwingi District Hospital,12626,2017Q3,"FPRH, MCH, Nutrition",APHIAplus Central – Eastern,290961
